datetime,actual,predicted
2025-04-01 08:06:00,740.7,1008.795
2025-04-01 08:07:00,740.7,953.55597
2025-04-01 08:08:00,799.5,1116.7635
2025-04-01 08:09:00,730.5,1249.9882
2025-04-01 08:10:00,730.7,1064.6243
2025-04-01 08:11:00,730.7,990.67426
2025-04-01 08:12:00,718.0,1057.5032
2025-04-01 08:13:00,718.0,1005.95624
2025-04-01 08:14:00,1367.5,981.3272
2025-04-01 08:15:00,1354.3,1317.4098
2025-04-01 08:16:00,1354.3,1492.476
2025-04-01 08:17:00,1354.3,1471.4498
2025-04-01 08:18:00,1354.3,1443.8212
2025-04-01 08:19:00,1354.3,1287.6157
2025-04-01 08:20:00,1377.0,1190.0878
2025-04-01 08:21:00,1325.1,1302.1132
2025-04-01 08:22:00,1325.1,1443.7744
2025-04-01 08:23:00,1325.1,1373.1525
2025-04-01 08:24:00,1325.1,1467.9965
2025-04-01 08:25:00,1348.9,1179.3127
2025-04-01 08:26:00,1361.1,1193.875
2025-04-01 08:27:00,1361.1,1208.9233
2025-04-01 08:28:00,1361.1,1281.4548
2025-04-01 08:29:00,1361.1,1253.8881
2025-04-01 08:30:00,1885.0666666666664,1441.1208
2025-04-01 08:31:00,1885.0666666666664,1908.4135
2025-04-01 08:32:00,1885.0666666666664,1936.9586
2025-04-01 08:33:00,1885.0666666666664,1942.7247
2025-04-01 08:34:00,1885.0666666666664,1828.8987
2025-04-01 08:35:00,1425.8,1751.2517
2025-04-01 08:36:00,1425.8,1561.4562
2025-04-01 08:37:00,1425.8,1595.3234
2025-04-01 08:38:00,1425.8,1598.832
2025-04-01 08:39:00,1387.4,1586.8812
2025-04-01 08:40:00,1409.6,1586.4016
2025-04-01 08:41:00,1469.8,1538.8444
2025-04-01 08:42:00,1326.0,1616.8702
2025-04-01 08:43:00,1326.0,1478.0757
2025-04-01 08:44:00,1326.0,1447.957
2025-04-01 08:45:00,1353.5,1336.3915
2025-04-01 08:46:00,1422.5,1330.1619
2025-04-01 08:47:00,1422.5,1479.3943
2025-04-01 08:48:00,1422.5,1495.7255
2025-04-01 08:49:00,1311.0,1543.4152
2025-04-01 08:50:00,1330.2,1470.3103
2025-04-01 08:51:00,1330.2,1406.8809
2025-04-01 08:52:00,1304.5,1492.429
2025-04-01 08:53:00,1304.5,1500.3436
2025-04-01 08:54:00,1384.5,1516.3982
2025-04-01 08:55:00,1312.75,1572.9324
2025-04-01 08:56:00,1312.75,1549.8489
2025-04-01 08:57:00,1312.75,1388.2014
2025-04-01 08:58:00,1312.75,1302.1128
2025-04-01 08:59:00,1420.6,1314.7366
2025-04-01 09:00:00,1366.25,1438.6327
2025-04-01 09:01:00,1303.5,1516.3752
2025-04-01 09:02:00,1303.5,1531.0139
2025-04-01 09:03:00,1303.5,1341.4856
2025-04-01 09:04:00,1303.5,1438.1129
2025-04-01 09:05:00,1330.9,1331.678
2025-04-01 09:06:00,1330.9,1420.7759
2025-04-01 09:07:00,1330.9,1480.8071
2025-04-01 09:08:00,1330.9,1419.0803
2025-04-01 09:09:00,1503.1,1463.745
2025-04-01 09:10:00,1396.6,1592.137
2025-04-01 09:11:00,1396.6,1514.1543
2025-04-01 09:12:00,1396.6,1506.6885
2025-04-01 09:13:00,1396.6,1437.3522
2025-04-01 09:14:00,1726.4,1557.1179
2025-04-01 09:15:00,1707.4,1760.3223
2025-04-01 09:16:00,1619.5,1825.3826
2025-04-01 09:17:00,1619.5,1788.7119
2025-04-01 09:18:00,1860.0,1875.6783
2025-04-01 09:19:00,1860.0,2123.051
2025-04-01 09:20:00,1768.6,2046.7957
2025-04-01 09:21:00,1768.6,2020.9447
2025-04-01 09:22:00,1869.4,1963.8462
2025-04-01 09:23:00,1869.4,1994.4917
2025-04-01 09:24:00,1651.1,1977.258
2025-04-01 09:25:00,1691.2,1656.0194
2025-04-01 09:26:00,2010.4,1779.3483
2025-04-01 09:27:00,2010.4,1906.3424
2025-04-01 09:28:00,2010.4,2027.641
2025-04-01 09:29:00,2010.4,2005.3931
2025-04-01 09:30:00,1871.9,1873.9674
2025-04-01 09:31:00,1871.9,1929.9811
2025-04-01 09:32:00,1782.1,1992.0566
2025-04-01 09:33:00,1954.5,1982.3123
2025-04-01 09:34:00,1954.5,2086.158
2025-04-01 09:35:00,1904.1,2079.6162
2025-04-01 09:36:00,1904.1,2064.6365
2025-04-01 09:37:00,1904.1,1937.0695
